id	text_without_diac	text
737	??? ??? ??? ?????? ????? ??? ???????? ???? ?????? ????? ??? ???????? ????	?????? ?????? ?????? ?????????? ???????? ?????? ???????????? ?????? ?????????? ???????? ?????? ???????????? ??????
550	???? ???? ???? ???? ????? ???? ?????	??????? ??????? ??????? ?????? ????????? ?????? ?????????
18962	??? ??? ??? ??? ?????? ??? ????? ??? ?????? ??? ?????	??????? ??????? ??????? ??????? ?????????? ????? ?????????? ??????? ?????????? ????? ??????????
190	???? ???? ???? ???? ? ?????? ????? ???? ? ?????? ?????	????????? ????????? ????????? ????????? ????? ?????????? ???????? ????????? ????? ?????????? ????????
815	?????? ???? ????? ?????? ???? ????? ?????? ???? ????? ??? ?????? ???? ?????? ???? ????? ??? ?????? ???? ?????? ???? ?????	?????????? ??????? ?????????? ?????????? ??????? ?????????? ?????????? ??????? ?????????? ????? ?????????? ????????? ?????????? ??????? ?????????? ????? ?????????? ????????? ?????????
18808	???? ???? ???? ???? ???? ???? ??? ?????? ???? ??? ???? ???? ???? ??? ?????? ???? ??? ???? ???? ????	?????? ?????? ?????? ?????? ?????? ?????? ?????? ????????? ?????? ?????? ???????? ?????? ?????? ?????? ????????? ?????? ?????? ???????? ?????? ??????
14525	??????????? ??????????? ??????????? ???????????? ???? ???????? ?? ????  ???????????? ???? ???????? ?? ????	?????????????????? ?????????????????? ?????????????????? ??????????????????? ??????? ???????????? ????? ?????? ??????????????????? ??????? ???????????? ????? ??????
47	???? ?????? ???? ???? ? ??? ????  ?????? ???? ???? ? ??? ????	??????? ??????????? ??????????? ??????? ??????????? ??????????? ???????
19500	??? ? ?????? ??? ? ?????? ??? ? ?????? ??? ???? ????? ? ?????? ??? ???? ????? ? ??????	????? ?? ?????????? ????? ?? ?????????? ????? ?? ?????????? ?????? ??????? ???????? ?? ?????????? ?????? ??????? ???????? ?? ??????????
19648	???? ?? ????? ???? ?? ????? ???? ?? ????? ???? ???? ???? ????? ???? ?? ????? ???? ???? ???? ????? ???? ?? ?????	??????? ??? ????????? ??????? ??? ????????? ??????? ??? ????????? ??????? ??????? ??????? ???????? ??????? ??? ????????? ??????? ??????? ??????? ???????? ??????? ??? ?????????
324	????? ????? ????? ??????? ?? ????? ???? ?? ???????????? ??????? ?? ????? ???? ?? ????????????	????????? ????????? ????????? ???????????? ??? ????????? ????????? ??? ???????????????????? ???????????? ??? ????????? ????????? ??? ????????????????????
14903	?? ???? ?? ???? ?? ???? ???? ??????? ????? ???? ???? ??????? ????? ????	??? ??????? ??? ??????? ??? ??????? ???????? ???????????? ??????? ??????? ???????? ???????????? ??????? ???????
18357	????? ????? ????? ?????? ??????? ? ?? ??? ???? ???? ???? ?????? ??????? ? ?? ??? ???? ???? ????	???????? ???????? ???????? ???????????? ??????????? ?? ??????? ???????? ?????? ?????? ???????????? ??????????? ?? ??????? ???????? ?????? ??????
15781	???? ???? ???? ??? ????? ???? ????? ?? ???? ???? ??? ????? ???? ????? ?? ???? ????	?????? ?????? ?????? ?????? ????????? ?????? ????????? ??? ??????? ?????? ?????? ????????? ?????? ????????? ??? ??????? ??????
15586	????? ????? ????? ???? ????? ???? ????? ???? ????? ???? ?????	???????? ???????? ???????? ????? ???????? ???????? ?????????? ???????????? ????? ???????? ???????? ?????????? ????????????
321	????? ????? ????? ??? ????? ?? ????? ????? ??? ????? ?? ????? ?????	????????? ????????? ????????? ?????? ????????? ??? ????????? ????????? ?????? ????????? ??? ????????? ?????????
15632	??? ??? ??? ???? ?????? ???? ????? ????? ???? ?????? ???? ????? ?????	?????? ?????? ?????? ??????? ?????????? ???????? ????????? ???????? ??????? ?????????? ???????? ????????? ????????
16293	????? ????? ????? ???? ?? ???? ?? ??????? ????? ???? ?? ???? ?? ??????? ?????	????????? ????????? ????????? ???????? ??? ??????? ???? ???????????? ???????? ???????? ??? ??????? ???? ???????????? ????????
20990	??? ??? ??? ??? ??? ????? ????? ??? ??? ????? ?????	???????? ???????? ???????? ???????? ?????? ????????? ???????? ???????? ?????? ????????? ????????
673	????? ????? ????? ????? ????? ????? ??????? ??????? ??? ?? ????? ??????? ?? ???? ??????? ??????? ??? ?? ????? ??????? ?? ????	????????? ???????? ????????? ???????? ????????? ???????? ???????????? ??????????? ??????? ??? ????????? ??????????? ??? ??????? ???????????? ??????????? ??????? ??? ????????? ??????????? ??? ???????
18963	???? ???? ???? ????? ?????? ???? ???? ????? ?????? ???? ????	?????? ?????? ?????? ???????? ?????????? ??????? ?????? ???????? ?????????? ??????? ??????
21440	??????? ??????? ??????? ?????? ??? ???? ??????? ?????? ??? ???? ???????	????????????? ????????????? ????????????? ?????????? ????? ??????? ????????????? ?????????? ????? ??????? ?????????????
672	????? ????? ????? ??? ?????? ???? ??? ?????? ????	????????? ????????? ????????? ?????? ?????????? ??????? ?????? ?????????? ???????
20265	???? ???? ???? ???? ?? ???? ???? ???? ?? ???? ????	???????? ???????? ???????? ????????? ??? ???????? ??????? ????????? ??? ???????? ???????
20642	???? ???? ???? ???? ? ??? ???? ????? ???? ???? ? ??? ???? ????? ????	???????? ???????? ???????? ???????? ?? ????? ???????? ???????? ??????? ???????? ?? ????? ???????? ???????? ???????
20701	???? ???? ???? ???? ???? ????? ???? ???? ???? ????? ????	???????? ???????? ???????? ???????? ??????? ???????? ??????? ???????? ??????? ???????? ???????
14891	????? ??? ???? ???? ????? ??? ???? ???? ????? ??? ???? ???? ??? ???? ???? ????? ??? ???? ???? ??? ???? ???? ????? ??? ???? ????	???????? ?????? ??????? ??????? ???????? ?????? ??????? ??????? ???????? ?????? ??????? ??????? ????? ??????? ??????? ???????? ?????? ??????? ??????? ????? ??????? ??????? ???????? ?????? ??????? ???????
20258	????? ????? ????? ??????? ???? ???????? ??? ???? ??????? ???? ???????? ??? ????	???????? ???????? ???????? ??????????? ??????? ?????????????? ?????? ??????? ??????????? ??????? ?????????????? ?????? ???????
19975	??? ??? ??? ???? ????? ???? ??? ?????? ?? ?????? ???? ????? ???? ??? ?????? ?? ??????	??????? ??????? ??????? ???????? ???????? ?????? ????? ???????????? ??? ??????????? ???????? ???????? ?????? ????? ???????????? ??? ???????????
739	??? ? ??? ? ??? ? ?????? ???? ??? ????????? ?????? ???? ??? ?????????	??????? ?? ??????? ?? ??????? ?? ??????????? ????? ??????? ????????????????? ??????????? ????? ??????? ?????????????????
19536	?????? ?????? ?????? ??? ?? ?????? ?????? ???? ?? ?????? ?????? ??? ?? ?????? ?????? ???? ?? ?????? ??????	??????????? ??????????? ??????????? ?????? ??? ??????????? ??????????? ?????? ??? ?????????? ?????????? ?????? ??? ??????????? ??????????? ?????? ??? ?????????? ??????????
20613	???? ???? ???? ?? ???? ???? ?? ?????? ?? ???? ???? ?? ??????	??????? ??????? ??????? ???? ??????? ??????? ??? ??????????? ???? ??????? ??????? ??? ???????????
19517	???? ???? ???? ????? ?????? ??? ??? ????? ????? ?????? ??? ??? ?????	??????? ??????? ??????? ???????? ?????????? ?????? ?????? ???????? ???????? ?????????? ?????? ?????? ????????
19312	?????? ?????? ?????? ????? ??? ?????? ????? ???? ????? ??? ?????? ????? ????	??????????? ??????????? ??????????? ????????? ????? ??????????? ???????? ??????? ????????? ????? ??????????? ???????? ???????
538	???? ???? ???? ???? ????? ???? ?????	??????? ??????? ??????? ??????? ????????? ??????? ?????????
539	???? ??????? ???? ??????? ???? ??????? ???? ??????? ? ??? ???? ???? ??????? ? ??? ????	??????? ??????????? ??????? ??????????? ??????? ??????????? ??????? ??????????? ?? ????? ?????? ??????? ??????????? ?? ????? ??????
540	???? ????? ???? ????? ???? ????? ???? ????? ????? ??? ??? ???? ?? ?????? ???? ????? ????? ??? ??? ???? ?? ??????	??????? ???????? ??????? ???????? ??????? ???????? ??????? ????????? ???????? ????? ?????? ??????? ??? ?????????? ??????? ????????? ???????? ????? ?????? ??????? ??? ??????????
545	???? ???? ???? ???? ????? ??? ??? ???? ????? ??? ???	???????? ???????? ???????? ????????? ?????????? ????? ????? ????????? ?????????? ????? ?????
547	????? ????? ????? ???? ?????? ?????? ????? ?????? ???? ?????? ?????? ????? ??????	????????? ????????? ????????? ?????? ??????????? ??????????? ?????????? ??????????? ?????? ??????????? ??????????? ?????????? ???????????
549	???? ???? ???? ????? ? ??????? ????? ? ???????	???????? ???????? ???????? ?????????? ???????????? ?????????? ????????????
551	???? ?? ????? ???? ?? ????? ???? ?? ????? ????? ?? ????? ? ??????? ????? ?? ????? ? ???????	??????? ????? ????????? ??????? ????? ????????? ??????? ????? ????????? ????????? ??? ????????? ?? ??????????? ????????? ??? ????????? ?? ???????????
554	?? ?? ?? ??? ??????? ????? ??? ??????? ?????	???? ???? ???? ??????? ????????????? ????????? ??????? ????????????? ?????????
296	????? ?? ????? ???? ??????? ?? ????? ???? ???????	????????? ???? ????????? ?????? ???????????? ???? ????????? ?????? ????????????
18913	??? ??? ??? ?? ??? ?????????? ?? ??? ??????????	?????? ?????? ?????? ????? ?????? ???????????????? ????? ?????? ????????????????
19771	??? ??? ??? ?? ????? ??????? ?? ??? ?? ??? ??? ???? ?? ????? ??????? ?? ??? ?? ??? ??? ????	?????? ?????? ?????? ????? ????????? ????????????? ??? ?????? ???? ????? ?????? ??????? ???? ????????? ????????????? ??? ?????? ???? ????? ?????? ???????
458	????? ????? ????? ?? ?????? ????? ????? ?? ?????? ????? ?????	????????? ????????? ????????? ???? ?????????? ?????????? ?????????? ???? ?????????? ?????????? ??????????
588	????? ????? ????? ????? ????? ????? ?? ????? ????? ???? ????? ?? ????? ????? ???? ?????	????????? ????????? ????????? ????????? ????????? ????????? ???? ????????? ????????? ??????? ?????????? ???? ????????? ????????? ??????? ??????????
678	????? ????? ????? ?? ????? ????? ?????? ?? ????? ????? ??????	????????? ????????? ????????? ???? ????????? ????????? ?????????? ???? ????????? ????????? ??????????
698	????? ??? ????? ????? ??? ????? ????? ??? ????? ?? ????? ????? ??? ??? ??????? ???????? ?? ????? ????? ??? ??? ??????? ????????	????????? ?????? ????????? ????????? ?????? ????????? ????????? ?????? ????????? ???? ????????? ????????? ?????? ?????? ??????????? ?????????????? ???? ????????? ????????? ?????? ?????? ??????????? ??????????????
808	????? ????? ????? ?? ????? ?? ?????? ?? ????? ?? ??????	????????? ????????? ????????? ???? ????????? ????? ?????????? ???? ????????? ????? ??????????
19769	?????? ?????? ?????? ?? ??? ?????? ???????? ?? ??? ?????? ????????	??????????? ??????????? ??????????? ????? ?????? ????????? ??????????????? ????? ?????? ????????? ???????????????
559	????? ?????? ????? ?????? ????? ?????? ??? ???? ????? ?????? ?? ??? ????? ??? ???? ????? ?????? ?? ??? ?????	????????? ?????????? ????????? ?????????? ????????? ?????????? ????????? ????????? ????????? ?????????? ??? ??????? ????????? ????????? ????????? ????????? ?????????? ??? ??????? ?????????
560	????? ????? ????? ????? ???? ?????? ?? ?????? ????? ???? ?????? ?? ??????	????????? ????????? ????????? ???????? ???????? ??????????? ??? ?????????? ???????? ???????? ??????????? ??? ??????????
21601	??? ??? ??? ????? ???? ????? ???? ? ???? ????? ???? ????? ???? ? ????	?????? ?????? ?????? ????????? ??????? ?????????? ??????? ?? ??????? ????????? ??????? ?????????? ??????? ?? ???????
21	??????? ??? ???????? ????? ??????? ????? ??? ???????? ????? ??????? ?????	??????????? ??????? ????????????? ????????? ??????????? ????????? ??????? ????????????? ????????? ??????????? ?????????
169	????? ????? ????? ????? ?????? ????? ????? ??? ?????? ????? ?????? ????? ????? ??? ??????	????????? ????????? ????????? ????????? ?????????? ????????? ???????? ?????? ???????????? ????????? ?????????? ????????? ???????? ?????? ????????????
286	???? ???? ???? ????? ????  ????? ????	???????? ???????? ???????? ????????? ????????  ????????? ????????
287	???? ???? ???? ???? ????? ??? ?? ?????? ???? ????? ??? ?? ??????	???????? ???????? ???????? ?????? ?????????? ?????? ??? ???????????? ?????? ?????????? ?????? ??? ????????????
531	????? ????? ????? ???? ????? ?? ??????? ???? ????? ?? ???????	????????? ????????? ????????? ??????? ????????? ??? ???????????? ??????? ????????? ??? ????????????
15665	??????? ??????? ??????? ????? ??????? ???? ???? ????? ????? ????? ??????? ???? ???? ????? ?????	???????????? ???????????? ???????????? ????????? ???????????? ?????? ??????? ????????? ???????? ????????? ???????????? ?????? ??????? ????????? ????????
14616	??????? ??????? ??????? ??????? ?? ???? ?? ???????  ??????? ?? ???? ?? ???????	???????????? ???????????? ???????????? ???????????? ????? ??????? ??? ???????????? ???????????? ????? ??????? ??? ????????????
14941	???? ???? ???? ???? ????? ???? ??? ???? ?? ??????  ???? ????? ???? ??? ???? ?? ??????	???????? ???????? ???????? ??????? ???????? ??????? ????? ??????? ???????????? ??????? ???????? ??????? ????? ??????? ????????????
14991	??????? ??????? ??????? ??????? ?????? ????? ??????? ??????? ?????? ????? ???????	???????????? ???????????? ???????????? ???????????? ???????????? ????????? ???????????? ???????????? ???????????? ????????? ????????????
15003	?????? ?????? ?????? ?????? ????? ?????? ?????? ????? ??????	?????????? ?????????? ?????????? ?????????? ???????? ?????????? ?????????? ???????? ??????????
15079	???????? ???????? ???????? ???????? ????? ????? ???? ???????? ????? ????? ????	?????????????? ?????????????? ?????????????? ?????????????? ???????? ???????? ??????? ?????????????? ???????? ???????? ???????
15269	???? ???? ???? ???? ???? ????? ???? ???? ???? ????? ????	?????? ?????? ?????? ???????? ?????? ???????? ??????? ???????? ?????? ???????? ???????
18237	??? ????? ??????? ??? ????? ??????? ??? ????? ??????? ?????? ??? ??? ??????? ????????? ?????? ??? ??? ??????? ?????????	?????? ????????? ???????????? ?????? ????????? ???????????? ?????? ????????? ???????????? ??????????? ??????? ?????? ???????? ???????????????? ??????????? ??????? ?????? ??????????? ????????????????
19178	???? ???? ???? ?????? ??? ??? ???? ?????? ?? ??????? ?????? ??? ??? ???? ?????? ?? ???????	??????? ??????? ??????? ?????????? ????? ????? ?????? ????????? ??? ???????????? ?????????? ????? ????? ?????? ????????? ??? ????????????
14849	????? ????? ????? ????? ??????? ????? ???? ????? ??????? ????? ????	????????? ????????? ????????? ????????? ???????????? ???????? ??????? ????????? ???????????? ???????? ???????
18774	???? ???? ???? ??? ??????? ??? ???????	??????? ??????? ??????? ????? ???????????? ????? ????????????
19335	????? ?????? ????? ?????? ????? ?????? ????? ?????? ??????? ???? ?? ??????? ????? ?????? ??????? ???? ?? ???????	????????? ?????????? ????????? ?????????? ????????? ?????????? ????????? ?????????? ???????????? ??????? ??? ???????????? ????????? ?????????? ???????????? ??????? ??? ????????????
280	????? ?????? ????? ?????? ????? ?????? ???? ?? ???? ????? ?????? ???? ?? ???? ????? ??????	????????? ?????????? ????????? ?????????? ????????? ?????????? ??????? ??? ??????? ????????? ?????????? ??????? ??? ??????? ????????? ??????????
409	????? ????? ????? ??????? ?? ???? ?????? ??????? ?? ???? ??????	????????? ????????? ????????? ???????????? ????? ?????? ?????????? ???????????? ????? ?????? ??????????
21499	??? ??? ??? ????? ?? ???? ?????? ????? ?? ???? ??????	????? ????? ????? ???????? ????? ??????? ?????????? ???????? ????? ??????? ??????????
115	?????? ?????? ?????? ?????? ????? ?????? ?????	??????????? ??????????? ??????????? ??????????? ???????? ??????????? ????????
120	???? ???? ???? ???? ??????? ???? ???????	??????? ??????? ??????? ??????? ???????????? ??????? ????????????
123	???? ?????? ????? ???? ?????? ????? ???? ?????? ????? ???? ?????? ????? ???? ?????? ?????	???????? ?????????? ???????? ???????? ?????????? ???????? ???????? ?????????? ???????? ???????? ?????????? ???????? ???????? ?????????? ????????
126	???? ????? ????? ???? ????? ????? ???? ????? ????? ???? ????? ????? ? ?? ????? ??? ???? ????? ????? ? ?? ????? ???	???????? ???????? ????????? ???????? ???????? ????????? ???????? ???????? ????????? ???????? ???????? ????????? ?? ????? ?????????? ????? ???????? ???????? ????????? ?? ????? ?????????? ?????
128	???? ?? ?????? ?????? ???? ?? ?????? ?????? ???? ?? ?????? ?????? ???? ?? ?????? ?????? ???? ???? ????? ???? ?? ?????? ?????? ???? ???? ?????	???????? ??? ?????????? ?????????? ???????? ??? ?????????? ?????????? ???????? ??? ?????????? ?????????? ???????? ??? ?????????? ?????????? ?????? ?????? ????????? ???????? ??? ?????????? ?????????? ?????? ?????? ?????????
129	???? ???? ???? ???? ???? ???? ???? ???? ?? ???? ???? ???? ?? ????	???????? ??????? ???????? ??????? ???????? ??????? ???????? ??????? ??? ??????? ???????? ??????? ??? ???????
119	???? ?????? ???? ?????? ???? ?????? ???? ?????? ???? ????????? ? ?? ??????? ????? ??????? ???? ?????? ???? ????????? ? ?? ??????? ????? ???????	???????? ?????????? ???????? ?????????? ???????? ?????????? ???????? ?????????? ???????? ??????????????? ?? ????? ???????????? ????????? ???????????? ???????? ?????????? ???????? ??????????????? ?? ????? ???????????? ????????? ????????????
125	???? ???? ???? ???? ???? ???? ???? ?? ????? ??? ????? ???? ??? ???? ?????? ???? ?? ????? ??? ????? ???? ??? ???? ??????	???????? ??????? ???????? ??????? ???????? ??????? ???????? ??? ????????? ????? ???????? ???????? ????? ?????? ??????????? ???????? ??? ????????? ????? ???????? ???????? ????? ?????? ???????????
130	???? ?????? ???? ?????? ???? ?????? ???? ?????? ? ??? ??? ???? ?????? ? ??? ???	???????? ?????????? ???????? ?????????? ???????? ?????????? ???????? ?????????? ?? ?????? ??????? ???????? ?????????? ?? ?????? ???????
131	???? ?????? ??? ???? ?????? ??? ???? ?????? ??? ???? ?????? ??? ?? ??? ???? ?????? ??? ?? ???	???????? ??????????? ????? ???????? ??????????? ????? ???????? ??????????? ????? ???????? ??????????? ????? ??? ?????? ???????? ??????????? ????? ??? ??????
124	???? ? ??????? ???? ? ??????? ???? ? ??????? ??? ????? ??? ??????? ??? ??? ????? ??? ????? ??? ??????? ??? ??? ?????	???????? ?? ??????????? ???????? ?? ??????????? ???????? ?? ??????????? ????? ?????????? ?? ??????????? ????? ?????? ????????? ????? ?????????? ?? ??????????? ????? ?????? ?????????
127	???? ???? ???? ???? ???? ???? ?? ?????? ??????? ????? ???? ?? ?????? ??????? ????? ????	???????? ??????? ???????? ??????? ???????? ??????? ???? ?????????? ???????????? ?????????? ??????? ???? ?????????? ???????????? ?????????? ???????
132	???? ?? ??????? ???? ?? ??????? ???? ?? ??????? ???? ? ????? ????? ???? ? ????? ?????	???????? ?? ????????????? ???????? ?? ????????????? ???????? ?? ????????????? ???????? ????? ??????????? ???????? ???????? ????? ??????????? ????????
19063	???? ??????? ???? ??????? ???? ??????? ??????? ???? ??? ???? ??????? ??????? ???? ??? ???? ???????	???????? ???????????? ???????? ???????????? ???????? ???????????? ???????????? ???????? ????? ???????? ???????????? ???????????? ???????? ????? ???????? ????????????
18835	?????? ?????? ?????? ????? ?????? ???? ?? ?????? ???????? ????? ?????? ???? ?? ?????? ????????	??????????? ??????????? ??????????? ????????? ??????????? ????????? ??? ?????????? ?????????????? ????????? ??????????? ????????? ??? ?????????? ??????????????
75	???? ???? ???? ???? ???? ???? ???? ???? ??????? ????? ???? ???? ??????? ?????	????????? ??????? ????????? ??????? ????????? ??????? ????????? ??????? ????????????? ???????? ????????? ??????? ????????????? ????????
15721	??? ??????? ??? ??????? ??? ??????? ????? ????? ????????? ????? ?? ???????????? ????? ????? ????????? ????? ?? ????????????	???? ???????????? ???? ???????????? ???? ???????????? ????????? ??????? ??????????????? ???????? ??? ????????????????????? ????????? ??????? ??????????????? ???????? ??? ?????????????????????
313	???? ???? ???? ???? ?? ??????? ????? ???? ?? ??????? ?????	????????? ????????? ????????? ????????? ??? ??????????? ???????? ????????? ??? ??????????? ????????
21143	????? ????? ????? ?????? ?? ?? ????? ??????? ?????? ?? ?? ????? ???????	????????? ????????? ????????? ?????????? ??? ??? ????????? ???????????? ?????????? ??? ??? ????????? ????????????
18955	????? ????? ????? ??????? ??? ????? ???? ??? ????? ?????? ???? ??????? ??? ????? ???? ??? ????? ?????? ????	????????? ????????? ????????? ???????????? ?????? ????????? ???????? ????? ????????? ??????????? ???????? ???????????? ?????? ????????? ???????? ????? ????????? ??????????? ????????
20914	????? ???? ????? ???? ????? ???? ??? ????? ??? ?? ??????? 7 ??? ????? ???? ??? ????? ??? ?? ??????? 7 ??? ????? ????	????????? ???????? ????????? ???????? ????????? ???????? ?????? ????????? ?????? ??? ??????????? ??????? ????? ????????? ???????? ?????? ????????? ?????? ??? ??????????? ??????? ????? ????????? ????????
261	????? ????? ????? ???? ??? ????? ????? ?? ?????? ????? ???? ??? ????? ????? ?? ?????? ?????	?????????? ?????????? ?????????? ??????? ????? ?????????? ???????? ??? ???????????? ???????? ??????? ????? ?????????? ???????? ??? ???????????? ????????
21113	??? ??? ??? ?? ??? ????? ??? ???????? ?? ??? ????? ??? ????????	?????? ?????? ?????? ??? ????? ????????? ?????? ????????????? ??? ????? ????????? ?????? ?????????????
18796	??? ???? ??? ???? ??? ???? ???? ???? ?????? ???? ???? ??????	??????? ??????? ??????? ??????? ??????? ??????? ????????? ??????? ?????????? ????????? ??????? ??????????
20635	????? ????? ????? ?????? ??? ??? ???????? ?????? ??? ??? ????????	????????? ????????? ????????? ?????????? ????? ????? ?????????????? ?????????? ????? ????? ??????????????
19451	??? ??? ??? ??? ???? ???? ??? ???? ????? ??? ???? ???? ??? ???? ?????	????? ????? ????? ????? ??????? ????? ?????? ??????? ????????? ????? ??????? ????? ?????? ??????? ?????????
16124	????????? ????????? ????????? ???? ????? ??? ???? ?????????  ???? ????? ??? ???? ?????????	??????????????? ??????????????? ??????????????? ????????? ???????? ????? ???????? ??????????????? ????????? ???????? ????? ???????? ???????????????
21028	??? ??? ??? ????? ?? ????? ?? ????? ?? ????? ?? ????? ?? ????? ??	????? ????? ????? ???????? ??? ???????? ??? ?????????? ???? ???????? ??? ???????? ??? ?????????? ????
