id	text_without_diac	text
15586	اكاجو اكاجو اكاجو خذيت خمسين غرام اكاجو خذيت خمسين غرام اكاجو	أَكَاجُو أَكَاجُو أَكَاجُو بِيتْ النُّومْ مْتَاعُو مَصْنُوعَة بِلْأَكَاجُو بِيتْ النُّومْ مْتَاعُو مَصْنُوعَة بِلْأَكَاجُو
321	تقارب تقارب تقارب فما تقارب في وجهات النظر فما تقارب في وجهات النظر	تَقَارُبْ تَقَارُبْ تَقَارُبْ فَمَّا تَقَارُبْ فِي وِجْهَاتْ النَّظَرْ فَمَّا تَقَارُبْ فِي وِجْهَاتْ النَّظَرْ
15632	اكس اكس اكس معاش صاحبتي ولات الاكس متاعي معاش صاحبتي ولات الاكس متاعي	أَكِسْ أَكِسْ أَكِسْ مَعَاشْ صَاحِبْتِي وَلَّاتْ الْأَكِسْ مْتَاعِي مَعَاشْ صَاحِبْتِي وَلَّاتْ الْأَكِسْ مْتَاعِي
16293	ايبود ايبود ايبود نسمع في الفن مل الايبود متاعي نسمع في الفن مل الايبود متاعي	أَيْبُودْ أَيْبُودْ أَيْبُودْ نَسْمَعْ فِي الْفَنْ مِلْ الْأَيْبُودْ مْتَاعِي نَسْمَعْ فِي الْفَنْ مِلْ الْأَيْبُودْ مْتَاعِي
20990	ظهر ظهر ظهر ظهر حسن النية متاعو ظهر حسن النية متاعو	ظَهِّّرْ ظَهِّّرْ ظَهِّّرْ ظَهِّّرْ حُسْنْ النِّيَّة مْتَاعُو ظَهِّّرْ حُسْنْ النِّيَّة مْتَاعُو
673	تنظيم عايلي تنظيم عايلي تنظيم عايلي التنظيم العايلي حسن في مستوى المعيشة في تونس التنظيم العايلي حسن في مستوى المعيشة في تونس	تَنْظِيمْ عَايْلِي تَنْظِيمْ عَايْلِي تَنْظِيمْ عَايْلِي التَّنْظِيمْ الْعَايْلِي حَسِّنْ فِي مُسْتَوَى الْمَعِيشَة فِي تُونِسْ التَّنْظِيمْ الْعَايْلِي حَسِّنْ فِي مُسْتَوَى الْمَعِيشَة فِي تُونِسْ
18963	كوبا كوبا كوبا فيدال كاسترو رييس كوبا فيدال كاسترو رييس كوبا	كُوبَا كُوبَا كُوبَا فِيدَالْ كَاسْتْرُو رَئِيسْ كُوبَا فِيدَالْ كَاسْتْرُو رَئِيسْ كُوبَا
21440	فنزويلا فنزويلا فنزويلا تشافيز كان رييس فنزويلا تشافيز كان رييس فنزويلا	فِنْزْوِيلَّا فِنْزْوِيلَّا فِنْزْوِيلَّا تْشَافِيزْ كَانْ رَئِيسْ فِنْزْوِيلَّا تْشَافِيزْ كَانْ رَئِيسْ فِنْزْوِيلَّا
672	تنصيب تنصيب تنصيب وقع تنصيبو رييس وقع تنصيبو رييس	تَنْصِيبْ تَنْصِيبْ تَنْصِيبْ وْقَعْ تَنْصِيبُو رَئِيسْ وْقَعْ تَنْصِيبُو رَئِيسْ
20265	منهج منهج منهج يتبع في منهج صحيح يتبع في منهج صحيح	مَنْهِجْ مَنْهِجْ مَنْهِجْ يِتَّبَعْ فِي مَنْهِجْ صْحِيحْ يِتَّبَعْ فِي مَنْهِجْ صْحِيحْ
20642	لعلا لعلا لعلا لعلا و عسى يطلع كلامو صحيح لعلا و عسى يطلع كلامو صحيح	لَعَلَّا لَعَلَّا لَعَلَّا لَعَلَّا وَ عَسَى يَطْلَعْ كْلَامُو صْحِيحْ لَعَلَّا وَ عَسَى يَطْلَعْ كْلَامُو صْحِيحْ
20701	ممكن ممكن ممكن ممكن يكون كلامو صحيح ممكن يكون كلامو صحيح	مُمْكِنْ مُمْكِنْ مُمْكِنْ مُمْكِنْ يْكُونْ كْلاَمُو صْحِيحْ مُمْكِنْ يْكُونْ كْلاَمُو صْحِيحْ
14891	اذاكا الي لازم اصير اذاكا الي لازم اصير اذاكا الي لازم اصير خذا قرار صحيح اذاكا الي لازم يصير خذا قرار صحيح اذاكا الي لازم يصير	أَذَاكَا إِلِّي لَازِمْ يْصِيرْ أَذَاكَا إِلِّي لَازِمْ يْصِيرْ أَذَاكَا إِلِّي لَازِمْ يْصِيرْ خْذَا قَرَارْ صْحِيحْ أَذَاكَا إِلِّي لَازِمْ يْصِيرْ خْذَا قَرَارْ صْحِيحْ أَذَاكَا إِلِّي لَازِمْ يْصِيرْ
20258	ميطال ميطال ميطال الميطال متاع البسكلات هذي كاسح الميطال متاع البسكلات هذي كاسح	مِيتَالْ مِيتَالْ مِيتَالْ الْمِيتَالْ مْتَاعْ الْبِسْكْلَاتْ هَاذِي كَاسِحْ الْمِيتَالْ مْتَاعْ الْبِسْكْلَاتْ هَاذِي كَاسِحْ
19975	ونس ونس ونس هزيت معايا خويا باش يونسني في الثنية هزيت معايا خويا باش يونسني في الثنية	وَنِّسْ وَنِّسْ وَنِّسْ هَزِّيتْ مْعَايَا خُويَا بَاشْ يْوَنِّسْنِي فِي الثّْنِيَّة هَزِّيتْ مْعَايَا خُويَا بَاشْ يْوَنِّسْنِي فِي الثّْنِيَّة
739	تهز ل تهز ل تهز ل الثنية اذيا تهز للمرناقية الثنية اذيا تهز للمرناقية	تْهِزّْ لِ تْهِزّْ لِ تْهِزّْ لِ الثّْنِيَّة هَذِي تْهِزّْ لِلْمُرْنَاقِيَّة الثّْنِيَّة هَذِي تْهِزّْ لِلْمُرْنَاقِيَّة
19536	يسخايب يسخايب يسخايب غلط في الثنية يسخايب روحو في الطريق الصحيح غلط في الثنية يسخايب روحو في الطريق الصحيح	يِسْخَايِبْ يِسْخَايِبْ يِسْخَايِبْ غْلُطْ فِي الثّْنِيَّة يِسْخَايِبْ رُوحُو فِي الطّْرِيقْ الصّْحِيحْ غْلُطْ فِي الثّْنِيَّة يِسْخَايِبْ رُوحُو فِي الطّْرِيقْ الصّْحِيحْ
20613	ونيس ونيس ونيس هز معاك ونيس في الثنية هز معاك ونيس في الثنية	وْنِيسْ وْنِيسْ وْنِيسْ هِزْ مْعَاكْ وْنِيسْ فِي الثّْنِيَّة هِزْ مْعَاكْ وْنِيسْ فِي الثّْنِيَّة
19517	هايل هايل هايل هايلة الفكرة الي قلت علاها هايلة الفكرة الي قلت علاها	هَايِلْ هَايِلْ هَايِلْ هَايْلَة الْفِكْرَة إِلِّي قُلْتْ عْلَاهَا هَايْلَة الْفِكْرَة إِلِّي قُلْتْ عْلَاهَا
19312	فنلندا فنلندا فنلندا يحكيو على فنلندا باردة برشا يحكيو على فنلندا باردة برشا	فِنْلَنْدَا فِنْلَنْدَا فِنْلَنْدَا يَحْكِيوْ عْلَى فِنْلَنْدَا بَارْدَة بَرْشَا يَحْكِيوْ عْلَى فِنْلَنْدَا بَارْدَة بَرْشَا
538	تلهى تلهى تلهى تلهى بروحك تلهى بروحك	تِلْهَى تِلْهَى تِلْهَى تِلْهَى بْرُوحِكْ تِلْهَى بْرُوحِكْ
539	تلهى بالعباد تلهى بالعباد تلهى بالعباد تلهى بالعباد و نسى روحو تلهى بالعباد و نسى روحو	تِلْهَى بِلْعْبَادْ تِلْهَى بِلْعْبَادْ تِلْهَى بِلْعْبَادْ تِلْهَى بِلْعْبَادْ وْ نْسَى رُوحُو تِلْهَى بِلْعْبَادْ وْ نْسَى رُوحُو
540	تلهى بحاجة تلهى بحاجة تلهى بحاجة واحد يتلهى بحاجة خير ملي قاعد في القهوة واحد يتلهى بحاجة خير ملي قاعد في القهوة	تِلْهَى بْحَاجَة تِلْهَى بْحَاجَة تِلْهَى بْحَاجَة وَاحِدْ يِتْلْهَى بْحَاجَة خِيرْ مِلِّي قَاعِدْ فِي الْقَهْوَة وَاحِدْ يِتْلْهَى بْحَاجَة خِيرْ مِلِّي قَاعِدْ فِي الْقَهْوَة
545	تلهي تلهي تلهي تنجم تلهيه لين نجي تنجم تلهيه لين نجي	تْلَهِّي تْلَهِّي تْلَهِّي تْنَجِّمْ تْلَهِّيهْ لِينْ نْجِي تْنَجِّمْ تْلَهِّيهْ لِينْ نْجِي
547	تلوسق تلوسق تلوسق ديما يتلوسق للبنات ويقعد بحذاهم ديما يتلوسق للبنات ويقعد بحذاهم	تْلُوسَقْ تْلُوسَقْ تْلُوسَقْ دِيمَا يِتْلُوسَقْ لِلْبْنَاتْ وْيُقْعِدْ بَحْذَاهُمْ دِيمَا يِتْلُوسَقْ لِلْبْنَاتْ وْيُقْعِدْ بَحْذَاهُمْ
549	تلوى تلوى تلوى يتلوى م الوجيعة يتلوى م الوجيعة	تْلَوَّى تْلَوَّى تْلَوَّى يِتْلَوَّى مِلْوْجِيعَة يِتْلَوَّى مِلْوْجِيعَة
551	تلوى عل الفرش تلوى عل الفرش تلوى عل الفرش يتلوى في الفرش م الوجيعة يتلوى في الفرش م الوجيعة	تِلْوَى عَلَى الْفَرْشْ تِلْوَى عَلَى الْفَرْشْ تِلْوَى عَلَى الْفَرْشْ يِتْلْوَى فِي الْفَرْشْ مِ الْوْجِيعَة يِتْلْوَى فِي الْفَرْشْ مِ الْوْجِيعَة
554	تم تم تم تمت العملية بنجاح تمت العملية بنجاح	تَمْ تَمْ تَمْ تَمِّتْ الْعَمَلِيَّة بْنَجَاحْ تَمِّتْ الْعَمَلِيَّة بْنَجَاحْ
296	تفعيل تم تفعيل حالة الطواري تم تفعيل حالة الطواري	تَفْعِيلْ تَمْ تَفْعِيلْ حَالَة الطَّوَارِئْ تَمْ تَفْعِيلْ حَالَة الطَّوَارِئْ
18913	نسخ نسخ نسخ تم نسخ الامتحانات تم نسخ الامتحانات	نَسْخْ نَسْخْ نَسْخْ تَمَّ نَسْخْ الْإِمْتِحَاناتْ تَمَّ نَسْخْ الْإِمْتِحَاناتْ
19771	نزل نزل نزل تم تنظيم الموتمر في نزل من فية خمس نجوم تم تنظيم الموتمر في نزل من فية خمس نجوم	نُزُلْ نُزُلْ نُزُلْ تَمَّ تَنْظِيمْ الْمُؤْتَمَرْ فِي نُزُلْ مِنْ فِئَة خَمْسَ نْجُومْ تَمْ تَنْظِيمْ الْمُؤْتَمَرْ فِي نُزُلْ مِنْ فِئَة خَمْسَ نْجُومْ
458	تكليف تكليف تكليف تم تكليفو بمهمة رسمية تم تكليفو بمهمة رسمية	تَكْلِيفْ تَكْلِيفْ تَكْلِيفْ تَمْ تَكْلِيفُو بْمُهِمَّة رَسْمِيَّة تَمْ تَكْلِيفُو بْمُهِمَّة رَسْمِيَّة
588	تمرير الحكم تمرير الحكم تمرير الحكم تم تمرير الحكم بصفة سلمية تم تمرير الحكم بصفة سلمية	تَمْرِيرْ الْحُكْمْ تَمْرِيرْ الْحُكْمْ تَمْرِيرْ الْحُكْمْ تَمْ تَمْرِيرْ الْحُكْمْ بْصِفَة سِلْمِيَّة تَمْ تَمْرِيرْ الْحُكْمْ بْصِفَة سِلْمِيَّة
678	تنظيم تنظيم تنظيم تم تنظيم العمل بقانون تم تنظيم العمل بقانون	تَنْظِيمْ تَنْظِيمْ تَنْظِيمْ تَمْ تَنْظِيمْ الْعَمَلْ بْقَانُونْ تَمْ تَنْظِيمْ الْعَمَلْ بْقَانُونْ
698	تنفيذ بعد الطلب تنفيذ بعد الطلب تنفيذ بعد الطلب تم تنفيذ الحكم بعد طلب النيابة العمومية تم تنفيذ الحكم بعد طلب النيابة العمومية	تَنْفِيذْ بَعْدْ الطَّلَبْ تَنْفِيذْ بَعْدْ الطَّلَبْ تَنْفِيذْ بَعْدْ الطَّلَبْ تَمْ تَنْفِيذْ الْحُكْمْ بَعْدْ طَلْبْ النِّيَابَة الْعُمُومِيَّة تَمْ تَنْفِيذْ الْحُكْمْ بَعْدْ طَلْبْ النِّيَابَة الْعُمُومِيَّة
808	توحيد توحيد توحيد تم توحيد كل الجهود تم توحيد كل الجهود	تَوْحِيدْ تَوْحِيدْ تَوْحِيدْ تَمْ تَوْحِيدْ كُلّْ الجُّهُودْ تَمْ تَوْحِيدْ كُلّْ الجُّهُودْ
19769	مستشفى مستشفى مستشفى تم نقل المصاب للمستشفى تم نقل المصاب للمستشفى	مُسْتَشْفَى مُسْتَشْفَى مُسْتَشْفَى تَمَّ نَقْلْ المُصَابْ لِلْمُسْتَشْفَى تَمَّ نَقْلْ المُصَابْ لِلْمُسْتَشْفَى
559	تمالك اعصابو تمالك اعصابو تمالك اعصابو حمد الله تمالك اعصابو ما ردش الفعل حمد الله تمالك اعصابو ما ردش الفعل	تَمَالِكْ أَعْصَابُو تَمَالِكْ أَعْصَابُو تَمَالِكْ أَعْصَابُو الْحَمْدُ لِلْلَّهْ تَمَالِكْ أَعْصَابُو مَا رَدِّشْ الْفِعْلْ الْحَمْدُ لِلْلَّهْ تَمَالِكْ أَعْصَابُو مَا رَدِّشْ الْفِعْلْ
560	تمايل تمايل تمايل بالعو قنوط يتمايل في الكياس بالعو قنوط يتمايل في الكياس	تْمَايِلْ تْمَايِلْ تْمَايِلْ بِالْعُو قَنُّوطْ يِتْمَايِلْ فِي الْكَيَاسْ بِالْعُو قَنُّوطْ يِتْمَايِلْ فِي الْكَيَاسْ
